"특성별(1)","특성별(2)","경험및변화별(1)",경험및변화별(2),품목군별(1),2022,2023,2024
"거주지역","대경권","구입 변화",평균 (점),만두/피자류,3.24,3.13,3.24
"거주지역","대경권","구입 변화",평균 (점),육류,2.93,2.73,2.75
"거주지역","대경권","구입 변화",평균 (점),수산물,2.74,2.78,2.67
"거주지역","대경권","구입 변화",평균 (점),소스/양념류,2.86,2.83,2.61
"거주지역","대경권","구입 변화",평균 (점),즉석 떡볶이/면류,2.94,2.90,2.82
"거주지역","동남권","구입 경험 (%)",구입 없음,즉석 밥류,13.1,7.4,10.2
"거주지역","동남권","구입 경험 (%)",구입 없음,즉석 국류/찌개/탕류,16.2,23.7,16.5
"거주지역","동남권","구입 경험 (%)",구입 없음,죽/스프류,30.3,33.6,30.9
"거주지역","동남권","구입 경험 (%)",구입 없음,만두/피자류,11.0,4.4,2.2
"거주지역","동남권","구입 경험 (%)",구입 없음,육류,29.4,32.5,24.7
"거주지역","동남권","구입 경험 (%)",구입 없음,수산물,30.7,34.9,27.1
"거주지역","동남권","구입 경험 (%)",구입 없음,소스/양념류,10.1,9.6,10.2
"거주지역","동남권","구입 경험 (%)",구입 없음,즉석 떡볶이/면류,23.2,8.3,8.3
"거주지역","동남권","구입 경험 (%)",구입 있음,즉석 밥류,86.9,92.6,89.8
"거주지역","동남권","구입 경험 (%)",구입 있음,즉석 국류/찌개/탕류,83.8,76.3,83.5
"거주지역","동남권","구입 경험 (%)",구입 있음,죽/스프류,69.7,66.4,69.1
"거주지역","동남권","구입 경험 (%)",구입 있음,만두/피자류,89.0,95.6,97.8
"거주지역","동남권","구입 경험 (%)",구입 있음,육류,70.6,67.5,75.3
"거주지역","동남권","구입 경험 (%)",구입 있음,수산물,69.3,65.1,72.9
"거주지역","동남권","구입 경험 (%)",구입 있음,소스/양념류,89.9,90.4,89.8
"거주지역","동남권","구입 경험 (%)",구입 있음,즉석 떡볶이/면류,76.8,91.7,91.7
"거주지역","동남권","구입 변화",매우 감소 (%),즉석 밥류,1.9,5.4,7.1
"거주지역","동남권","구입 변화",매우 감소 (%),즉석 국류/찌개/탕류,3.3,11.3,11.8
"거주지역","동남권","구입 변화",매우 감소 (%),죽/스프류,7.5,12.3,12.2
"거주지역","동남권","구입 변화",매우 감소 (%),만두/피자류,4.4,3.0,4.6
"거주지역","동남권","구입 변화",매우 감소 (%),육류,10.7,18.5,16.9
"거주지역","동남권","구입 변화",매우 감소 (%),수산물,8.6,19.0,18.1
"거주지역","동남권","구입 변화",매우 감소 (%),소스/양념류,6.4,13.6,5.6
"거주지역","동남권","구입 변화",매우 감소 (%),즉석 떡볶이/면류,5.4,4.4,6.8
"거주지역","동남권","구입 변화",약간 감소 (%),즉석 밥류,13.7,10.9,12.9
"거주지역","동남권","구입 변화",약간 감소 (%),즉석 국류/찌개/탕류,21.4,12.2,17.7
"거주지역","동남권","구입 변화",약간 감소 (%),죽/스프류,27.5,26.1,23.3
"거주지역","동남권","구입 변화",약간 감소 (%),만두/피자류,11.7,15.6,13.9
"거주지역","동남권","구입 변화",약간 감소 (%),육류,24.2,20.9,15.4
"거주지역","동남권","구입 변화",약간 감소 (%),수산물,21.3,20.1,15.0
"거주지역","동남권","구입 변화",약간 감소 (%),소스/양념류,21.0,18.7,17.8
"거주지역","동남권","구입 변화",약간 감소 (%),즉석 떡볶이/면류,20.3,19.0,16.0
"거주지역","동남권","구입 변화",비슷 (%),즉석 밥류,63.8,61.1,61.9
"거주지역","동남권","구입 변화",비슷 (%),즉석 국류/찌개/탕류,47.9,52.0,51.7
"거주지역","동남권","구입 변화",비슷 (%),죽/스프류,53.4,50.5,55.7
"거주지역","동남권","구입 변화",비슷 (%),만두/피자류,56.9,53.0,57.3
"거주지역","동남권","구입 변화",비슷 (%),육류,56.1,52.5,61.6
"거주지역","동남권","구입 변화",비슷 (%),수산물,56.9,49.5,61.4
"거주지역","동남권","구입 변화",비슷 (%),소스/양념류,62.5,56.1,64.5
"거주지역","동남권","구입 변화",비슷 (%),즉석 떡볶이/면류,51.8,59.0,63.6
"거주지역","동남권","구입 변화",약간 증가 (%),즉석 밥류,20.4,22.6,17.5
"거주지역","동남권","구입 변화",약간 증가 (%),즉석 국류/찌개/탕류,27.4,24.5,18.5
"거주지역","동남권","구입 변화",약간 증가 (%),죽/스프류,11.6,11.1,8.8
"거주지역","동남권","구입 변화",약간 증가 (%),만두/피자류,26.4,25.9,23.3
"거주지역","동남권","구입 변화",약간 증가 (%),육류,8.6,8.2,5.7
"거주지역","동남권","구입 변화",약간 증가 (%),수산물,13.1,11.2,5.2
"거주지역","동남권","구입 변화",약간 증가 (%),소스/양념류,10.2,11.7,11.7
"거주지역","동남권","구입 변화",약간 증가 (%),즉석 떡볶이/면류,22.5,17.7,13.6
"거주지역","동남권","구입 변화",매우 증가 (%),즉석 밥류,0.3,0.0,0.6
"거주지역","동남권","구입 변화",매우 증가 (%),즉석 국류/찌개/탕류,0.0,0.0,0.3
"거주지역","동남권","구입 변화",매우 증가 (%),죽/스프류,0.0,0.0,0.0
"거주지역","동남권","구입 변화",매우 증가 (%),만두/피자류,0.5,2.5,0.9
"거주지역","동남권","구입 변화",매우 증가 (%),육류,0.4,0.0,0.4
"거주지역","동남권","구입 변화",매우 증가 (%),수산물,0.0,0.3,0.4
"거주지역","동남권","구입 변화",매우 증가 (%),소스/양념류,0.0,0.0,0.3
"거주지역","동남권","구입 변화",매우 증가 (%),즉석 떡볶이/면류,0.0,0.0,0.0
"거주지역","동남권","구입 변화",평균 (점),즉석 밥류,3.04,3.01,2.92
"거주지역","동남권","구입 변화",평균 (점),즉석 국류/찌개/탕류,3.00,2.90,2.78
"거주지역","동남권","구입 변화",평균 (점),죽/스프류,2.69,2.60,2.61
"거주지역","동남권","구입 변화",평균 (점),만두/피자류,3.07,3.09,3.02
"거주지역","동남권","구입 변화",평균 (점),육류,2.64,2.50,2.57
"거주지역","동남권","구입 변화",평균 (점),수산물,2.75,2.54,2.55
"거주지역","동남권","구입 변화",평균 (점),소스/양념류,2.76,2.66,2.83
"거주지역","동남권","구입 변화",평균 (점),즉석 떡볶이/면류,2.91,2.90,2.84
"거주지역","강원권","구입 경험 (%)",구입 없음,즉석 밥류,16.7,29.5,3.0
"거주지역","강원권","구입 경험 (%)",구입 없음,즉석 국류/찌개/탕류,14.1,41.8,4.3
"거주지역","강원권","구입 경험 (%)",구입 없음,죽/스프류,30.7,59.1,22.4
"거주지역","강원권","구입 경험 (%)",구입 없음,만두/피자류,8.6,37.6,3.5
"거주지역","강원권","구입 경험 (%)",구입 없음,육류,23.1,44.8,10.4
"거주지역","강원권","구입 경험 (%)",구입 없음,수산물,32.2,49.4,15.4
"거주지역","강원권","구입 경험 (%)",구입 없음,소스/양념류,14.5,46.6,4.5
"거주지역","강원권","구입 경험 (%)",구입 없음,즉석 떡볶이/면류,17.8,42.0,6.5
"거주지역","강원권","구입 경험 (%)",구입 있음,즉석 밥류,83.3,70.5,97.0
"거주지역","강원권","구입 경험 (%)",구입 있음,즉석 국류/찌개/탕류,85.9,58.2,95.7
"거주지역","강원권","구입 경험 (%)",구입 있음,죽/스프류,69.3,40.9,77.6
"거주지역","강원권","구입 경험 (%)",구입 있음,만두/피자류,91.4,62.4,96.5
"거주지역","강원권","구입 경험 (%)",구입 있음,육류,76.9,55.2,89.6
"거주지역","강원권","구입 경험 (%)",구입 있음,수산물,67.8,50.6,84.6
"거주지역","강원권","구입 경험 (%)",구입 있음,소스/양념류,85.5,53.4,95.5
"거주지역","강원권","구입 경험 (%)",구입 있음,즉석 떡볶이/면류,82.2,58.0,93.5
"거주지역","강원권","구입 변화",매우 감소 (%),즉석 밥류,8.3,2.0,3.6
"거주지역","강원권","구입 변화",매우 감소 (%),즉석 국류/찌개/탕류,8.7,5.6,1.5
"거주지역","강원권","구입 변화",매우 감소 (%),죽/스프류,10.8,24.8,4.3
"거주지역","강원권","구입 변화",매우 감소 (%),만두/피자류,9.3,8.3,1.7
"거주지역","강원권","구입 변화",매우 감소 (%),육류,8.5,14.8,1.8
"거주지역","강원권","구입 변화",매우 감소 (%),수산물,10.8,25.0,1.4
"거주지역","강원권","구입 변화",매우 감소 (%),소스/양념류,5.1,33.3,2.1
"거주지역","강원권","구입 변화",매우 감소 (%),즉석 떡볶이/면류,13.1,5.3,1.6
"거주지역","강원권","구입 변화",약간 감소 (%),즉석 밥류,3.5,15.2,7.7
"거주지역","강원권","구입 변화",약간 감소 (%),즉석 국류/찌개/탕류,7.9,22.9,9.6
"거주지역","강원권","구입 변화",약간 감소 (%),죽/스프류,7.3,33.0,42.0
"거주지역","강원권","구입 변화",약간 감소 (%),만두/피자류,9.9,15.6,7.8
"거주지역","강원권","구입 변화",약간 감소 (%),육류,7.9,35.4,6.2
"거주지역","강원권","구입 변화",약간 감소 (%),수산물,12.5,27.4,16.6
"거주지역","강원권","구입 변화",약간 감소 (%),소스/양념류,12.2,38.0,17.9
"거주지역","강원권","구입 변화",약간 감소 (%),즉석 떡볶이/면류,5.0,10.2,9.5
"거주지역","강원권","구입 변화",비슷 (%),즉석 밥류,72.1,62.3,53.5
"거주지역","강원권","구입 변화",비슷 (%),즉석 국류/찌개/탕류,64.9,40.4,22.4
"거주지역","강원권","구입 변화",비슷 (%),죽/스프류,72.1,29.7,49.9
"거주지역","강원권","구입 변화",비슷 (%),만두/피자류,59.0,56.8,56.9
"거주지역","강원권","구입 변화",비슷 (%),육류,70.6,31.4,49.0
"거주지역","강원권","구입 변화",비슷 (%),수산물,70.1,22.8,47.7
"거주지역","강원권","구입 변화",비슷 (%),소스/양념류,70.8,22.8,42.7
"거주지역","강원권","구입 변화",비슷 (%),즉석 떡볶이/면류,71.4,53.1,57.7
"거주지역","강원권","구입 변화",약간 증가 (%),즉석 밥류,16.2,20.5,32.1
"거주지역","강원권","구입 변화",약간 증가 (%),즉석 국류/찌개/탕류,18.5,30.0,47.5
"거주지역","강원권","구입 변화",약간 증가 (%),죽/스프류,9.8,12.5,3.8
"거주지역","강원권","구입 변화",약간 증가 (%),만두/피자류,21.1,19.2,28.5
"거주지역","강원권","구입 변화",약간 증가 (%),육류,12.9,17.5,29.3
"거주지역","강원권","구입 변화",약간 증가 (%),수산물,6.6,22.8,33.0
"거주지역","강원권","구입 변화",약간 증가 (%),소스/양념류,11.9,5.8,30.2
"거주지역","강원권","구입 변화",약간 증가 (%),즉석 떡볶이/면류,10.6,30.6,29.5
"거주지역","강원권","구입 변화",매우 증가 (%),즉석 밥류,0.0,0.0,3.1
"거주지역","강원권","구입 변화",매우 증가 (%),즉석 국류/찌개/탕류,0.0,1.1,18.9
"거주지역","강원권","구입 변화",매우 증가 (%),죽/스프류,0.0,0.0,0.0
"거주지역","강원권","구입 변화",매우 증가 (%),만두/피자류,0.7,0.0,5.1
"거주지역","강원권","구입 변화",매우 증가 (%),육류,0.0,0.9,13.6
"거주지역","강원권","구입 변화",매우 증가 (%),수산물,0.0,2.0,1.4
"거주지역","강원권","구입 변화",매우 증가 (%),소스/양념류,0.0,0.0,7.1
"거주지역","강원권","구입 변화",매우 증가 (%),즉석 떡볶이/면류,0.0,0.9,1.8
"거주지역","강원권","구입 변화",평균 (점),즉석 밥류,2.96,3.01,3.23
"거주지역","강원권","구입 변화",평균 (점),즉석 국류/찌개/탕류,2.93,2.98,3.73
"거주지역","강원권","구입 변화",평균 (점),죽/스프류,2.81,2.30,2.53
"거주지역","강원권","구입 변화",평균 (점),만두/피자류,2.94,2.87,3.28
"거주지역","강원권","구입 변화",평균 (점),육류,2.88,2.54,3.47
"거주지역","강원권","구입 변화",평균 (점),수산물,2.72,2.49,3.17
"거주지역","강원권","구입 변화",평균 (점),소스/양념류,2.89,2.01,3.22
"거주지역","강원권","구입 변화",평균 (점),즉석 떡볶이/면류,2.79,3.12,3.20
"행정구역","동","구입 경험 (%)",구입 없음,즉석 밥류,11.3,14.8,8.3
"행정구역","동","구입 경험 (%)",구입 없음,즉석 국류/찌개/탕류,13.6,20.9,10.7
"행정구역","동","구입 경험 (%)",구입 없음,죽/스프류,30.6,39.2,29.0
"행정구역","동","구입 경험 (%)",구입 없음,만두/피자류,5.7,12.9,4.5
"행정구역","동","구입 경험 (%)",구입 없음,육류,20.7,32.2,19.7
"행정구역","동","구입 경험 (%)",구입 없음,수산물,34.7,35.8,25.9
"행정구역","동","구입 경험 (%)",구입 없음,소스/양념류,11.4,22.6,8.8
"행정구역","동","구입 경험 (%)",구입 없음,즉석 떡볶이/면류,16.8,20.2,11.2
"행정구역","동","구입 경험 (%)",구입 있음,즉석 밥류,88.7,85.2,91.7
"행정구역","동","구입 경험 (%)",구입 있음,즉석 국류/찌개/탕류,86.4,79.1,89.3
"행정구역","동","구입 경험 (%)",구입 있음,죽/스프류,69.4,60.8,71.0
"행정구역","동","구입 경험 (%)",구입 있음,만두/피자류,94.3,87.1,95.5
"행정구역","동","구입 경험 (%)",구입 있음,육류,79.3,67.8,80.3
"행정구역","동","구입 경험 (%)",구입 있음,수산물,65.3,64.2,74.1
"행정구역","동","구입 경험 (%)",구입 있음,소스/양념류,88.6,77.4,91.2
"행정구역","동","구입 경험 (%)",구입 있음,즉석 떡볶이/면류,83.2,79.8,88.8
"행정구역","동","구입 변화",매우 감소 (%),즉석 밥류,3.7,3.7,4.4
"행정구역","동","구입 변화",매우 감소 (%),즉석 국류/찌개/탕류,3.5,6.5,7.3
"행정구역","동","구입 변화",매우 감소 (%),죽/스프류,11.6,16.8,13.3
"행정구역","동","구입 변화",매우 감소 (%),만두/피자류,3.9,4.1,3.0
"행정구역","동","구입 변화",매우 감소 (%),육류,9.2,13.0,11.0
"행정구역","동","구입 변화",매우 감소 (%),수산물,10.8,13.6,12.1
"행정구역","동","구입 변화",매우 감소 (%),소스/양념류,6.3,11.8,8.2
"행정구역","동","구입 변화",매우 감소 (%),즉석 떡볶이/면류,6.1,6.1,6.9
"행정구역","동","구입 변화",약간 감소 (%),즉석 밥류,6.7,14.6,12.5
"행정구역","동","구입 변화",약간 감소 (%),즉석 국류/찌개/탕류,12.7,22.2,17.9
"행정구역","동","구입 변화",약간 감소 (%),죽/스프류,20.2,29.2,23.6
"행정구역","동","구입 변화",약간 감소 (%),만두/피자류,12.2,13.8,11.8
"행정구역","동","구입 변화",약간 감소 (%),육류,18.0,26.1,20.2
"행정구역","동","구입 변화",약간 감소 (%),수산물,22.7,26.9,18.9
"행정구역","동","구입 변화",약간 감소 (%),소스/양념류,19.4,25.7,20.6
"행정구역","동","구입 변화",약간 감소 (%),즉석 떡볶이/면류,16.6,16.5,19.9
"행정구역","동","구입 변화",비슷 (%),즉석 밥류,59.6,60.4,59.1
"행정구역","동","구입 변화",비슷 (%),즉석 국류/찌개/탕류,53.7,49.7,45.7
"행정구역","동","구입 변화",비슷 (%),죽/스프류,53.0,44.2,52.3
"행정구역","동","구입 변화",비슷 (%),만두/피자류,52.3,53.5,53.6
"행정구역","동","구입 변화",비슷 (%),육류,55.6,48.7,50.5
"행정구역","동","구입 변화",비슷 (%),수산물,52.0,43.7,53.1
"행정구역","동","구입 변화",비슷 (%),소스/양념류,58.5,50.2,55.6
"행정구역","동","구입 변화",비슷 (%),즉석 떡볶이/면류,58.5,54.3,54.1
"행정구역","동","구입 변화",약간 증가 (%),즉석 밥류,28.9,21.0,22.5
"행정구역","동","구입 변화",약간 증가 (%),즉석 국류/찌개/탕류,28.6,21.4,24.3
"행정구역","동","구입 변화",약간 증가 (%),죽/스프류,14.8,9.8,10.4
"행정구역","동","구입 변화",약간 증가 (%),만두/피자류,30.3,27.6,28.9
"행정구역","동","구입 변화",약간 증가 (%),육류,16.4,11.7,14.5
"행정구역","동","구입 변화",약간 증가 (%),수산물,13.4,15.4,14.3
"행정구역","동","구입 변화",약간 증가 (%),소스/양념류,15.1,12.3,13.5
"행정구역","동","구입 변화",약간 증가 (%),즉석 떡볶이/면류,17.2,22.5,17.8
"행정구역","동","구입 변화",매우 증가 (%),즉석 밥류,1.1,0.3,1.6
"행정구역","동","구입 변화",매우 증가 (%),즉석 국류/찌개/탕류,1.6,0.2,4.9
"행정구역","동","구입 변화",매우 증가 (%),죽/스프류,0.4,0.1,0.4
"행정구역","동","구입 변화",매우 증가 (%),만두/피자류,1.3,1.1,2.8
"행정구역","동","구입 변화",매우 증가 (%),육류,0.8,0.5,3.8
"행정구역","동","구입 변화",매우 증가 (%),수산물,1.1,0.4,1.6
"행정구역","동","구입 변화",매우 증가 (%),소스/양념류,0.7,0.1,2.1
"행정구역","동","구입 변화",매우 증가 (%),즉석 떡볶이/면류,1.6,0.5,1.3
"행정구역","동","구입 변화",평균 (점),즉석 밥류,3.17,3.00,3.04
"행정구역","동","구입 변화",평균 (점),즉석 국류/찌개/탕류,3.12,2.86,3.02
"행정구역","동","구입 변화",평균 (점),죽/스프류,2.72,2.47,2.61
"행정구역","동","구입 변화",평균 (점),만두/피자류,3.13,3.08,3.17
"행정구역","동","구입 변화",평균 (점),육류,2.82,2.61,2.80
